show_id,type,title,country,release_year,duration,listed_in,description
tt1384590,Movie,Green Lantern: First Flight,United States,2009,74 min,fantasy,"Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps."
tt0858479,Movie,Smart People,United States,2008,95 min,"romance, drama, comedy","Professor Lawrence Wetherhold might be imperiously brilliant, monumentally self-possessed and an intellectual giant -- but when it comes to solving the conundrums of love and family, he's as downright flummoxed as the next guy."
tt1439235,Movie,Jim Jefferies: I Swear to God,United States,2009,58 min,"comedy, documentation","Jim Jefferies: I Swear to God: The easily offended might do best to avoid Jim Jefferies’ raunchy, rude humor (or at least imbibe the two-drink minimum beforehand), but the Australian-born comedian provides plenty of laughs for everyone else in this HBO special. In I Swear to God, Jefferies continues his patented brand of comedy that once got him punched by an audience member, discussing the idiocy of no-smoking signs, sluts vs. studs, and his father’s Holocaust jokes."
tt0452703,Movie,Walkout,United States,2006,110 min,drama,"Walkout is the true story of a young Mexican American high school teacher, Sal Castro. He mentors a group of students in East Los Angeles, when the students decide to stage a peaceful walkout to protest the injustices of the public school system. Set against the background of the civil rights movement of 1968, it is a story of courage and the fight for justice and empowerment."
tt0867418,Movie,Scooby-Doo! Pirates Ahoy!,United States,2006,80 min,fantasy,Ghost pirates attack the cruise ship that Scooby and the gang are vacationing on.
tt0902272,Movie,Justice League: The New Frontier,United States,2008,75 min,scifi,"The human race is threatened by a powerful creature, and only the combined power of Superman, Batman, Wonder Woman, Green Lantern, Martian Manhunter and The Flash can stop it. But can they overcome their differences to thwart this enemy using the combined strength of their newly formed Justice League?"
tt0795438,Movie,Not Easily Broken,United States,2009,99 min,"drama, romance",A car accident and shifting affections test the bond between a married couple.
tt0472156,Movie,Pu-239,United States,2006,97 min,drama,"A worker at a Russian nuclear facility gets exposed to a lethal dose of radiation. In order to provide for his family, he steals some plutonium and sets out to sell it on Moscow's black market with the help of an incompetent criminal."
tt0257850,Movie,The Laramie Project,United States,2002,91 min,"drama, crime, history","""The Laramie Project"" is set in and around Laramie, Wyoming, in the aftermath of the murder of 21-year-old Matthew Shepard. To create the stage version of ""The Laramie Project,"" the eight-member New York-based Tectonic Theatre Project traveled to Laramie, Wyoming, recording hours of interviews with the town's citizens over a two-year period. The film adaptation dramatizes the troupe's visit, using the actual words from the transcripts to create a portrait of a town forced to confront itself."
tt1117646,Movie,The Special Relationship,"United Kingdom, United States",2010,93 min,"drama, history","A dramatisation that follows Tony Blair's journey from political understudy waiting in the wings of the world arena to accomplished prime minister standing confidently in the spotlight of centre stage. It is a story about relationships, between two powerful men (Blair and Bill Clinton), two powerful couples, and husbands and wives."
tt0899052,Movie,Capturing Mary,"United Kingdom, United States",2007,100 min,drama,"A young man ushers an older woman into a dark exploration of her past - back to the time when, as a young girl, she met a stranger who affected her life forever."
tt1299363,Movie,Have You Seen Andy?,United States,2003,80 min,"documentation, crime","Have You Seen Andy? is a personal story of a childhood friendship abruptly ended by the tragic abduction of a young boy, Andy Puglisi. With special access and a unique perspective, Melanie Perkins, Andy's childhood friend, re-examines the day of his disappearance 30 years ago, reviews the police investigation and uncovers new and startling information, prompting the long-'cold' case to be reactivated."
tt1745844,Movie,The Fence (La Barda),Canada,2010,36 min,"documentation, drama","In Oct. 2006, the U.S. government decided to build a 700-mile fence along its troubled 2000-mile-plus border with Mexico. Three years, 19 construction companies, 350 engineers, thousands of construction workers, tens of thousands of tons of metal and $3 billion later, was it all worth it?  When Arizona recently enacted one of the most extreme immigration laws in the country, the Obama administration responded by filing a lawsuit against the state. This dispute was merely the latest symptom of a greater national problem: the lack of a comprehensive, workable U.S. immigration policy. In its place, lawmakers have resorted to a series of half-measures, the most expensive of which — the U.S.-Mexico border fence — extends through the desert 150 miles south of the Arizona state capital."
tt0912593,Movie,No End in Sight,United States,2007,102 min,"documentation, war","Chronological look at the fiasco in Iraq, especially decisions made in the spring of 2003 - and the backgrounds of those making decisions - immediately following the overthrow of Saddam: no occupation plan, an inadequate team to run the country, insufficient troops to keep order, and three edicts from the White House announced by Bremmer when he took over."
tt0423510,Movie,Warm Springs,United States,2005,121 min,drama,"Franklin Roosevelt, left a paraplegic from polio at 39 years of age, seeks out a miracle cure in the backwoods of Georgia."
tt0482603,Movie,Space Chimps,United States,2008,81 min,"scifi, comedy, family, animation",Three chimps are sent into space to explore the possibility of alien life when an unmanned space shuttle crash lands on an uncharted planet.
tt8079248,Movie,Yesterday,South Africa,2004,96 min,drama,"After falling ill, Yesterday learns that she is HIV positive. With her husband in denial and young daughter to tend to, Yesterday's one goal is to live long enough to see her child go to school."
tt0470732,Movie,Bernard and Doris,"United Kingdom, United States",2006,103 min,"drama, comedy, romance","Sympathetic look loosely based on the relationship between tobacco heiress, Doris Duke and her shy butler, Bernard Lafferty. The icy and mercurial Duke fires her butler for serving a chilled cantaloupe; the agency sends Lafferty, formerly household staff to Liz Taylor and to Peggy Lee. He's an alcoholic, fresh out of rehab. With a wine cellar to die for, Bernard falls off the wagon. Can he pull himself together when Doris needs him?"
tt1258157,Movie,Scooby-Doo! The Mystery Begins,United States,2009,82 min,"comedy, fantasy, family, animation","Unjustly accused of staging a spooky practical joke complete with ghosts, Daphne, Velma, Fred and Shaggy are suspended from Coolsville High. To clear their names, they team up to solve the supernatural mystery…and head straight into nonstop laughs and adventure."
